iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8679126991945156,2.7226944390465233,0.08869485294117647,51.58052706718445,False,,,1,ec262eff,be88332e178743f28fca665f7d7474f2,2023-01-23_09-39-18,1674466758,51.58052706718445,56466,ML-RefVm-847530,10.0.0.18,51.58052706718445,0,1,0.005086183547973633
0,2.8857985244077793,3.00895814334645,0.10294117647058823,52.94989347457886,False,0,0,1,ec262eff,be88332e178743f28fca665f7d7474f2,2023-01-23_09-46-33,1674467193,104.5304205417633,61574,ML-RefVm-847530,10.0.0.18,52.94989347457886,0,1,0.009943246841430664
1,2.579696398155362,2.37197086390327,0.15716911764705882,48.82503533363342,False,0,0,2,ec262eff,be88332e178743f28fca665f7d7474f2,2023-01-23_09-47-22,1674467242,153.35545587539673,61574,ML-RefVm-847530,10.0.0.18,101.77492880821228,0,2,0.009943246841430664
2,1.846354884259841,1.6120562553405762,0.5473345588235294,30.30064034461975,False,0,0,3,ec262eff,be88332e178743f28fca665f7d7474f2,2023-01-23_09-47-52,1674467272,183.65609622001648,61574,ML-RefVm-847530,10.0.0.18,132.07556915283203,0,3,0.009943246841430664
