iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.855860340828989,2.6482021387885597,0.11029411764705882,54.603947162628174,False,0,0,1,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_09-56-53,1674467813,839.0130567550659,61572,ML-RefVm-847530,10.0.0.18,54.603947162628174,0,1,0.010436058044433594
1,2.253773247494417,1.783681869506836,0.39338235294117646,53.09296274185181,False,0,0,2,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_09-57-46,1674467866,892.1060194969177,61572,ML-RefVm-847530,10.0.0.18,107.69690990447998,0,2,0.010436058044433594
2,1.3065504957647884,1.0206838215098661,0.6865808823529411,53.44216465950012,False,0,0,3,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_09-58-40,1674467920,945.5481841564178,61572,ML-RefVm-847530,10.0.0.18,161.1390745639801,0,3,0.010436058044433594
3,0.6012006553949094,0.6079898476600647,0.8056066176470589,52.94779324531555,False,0,0,4,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_09-59-33,1674467973,998.4959774017334,61572,ML-RefVm-847530,10.0.0.18,214.08686780929565,0,4,0.010436058044433594
4,0.34845220575145647,0.39586711368140054,0.8938419117647058,54.20369577407837,False,0,0,5,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-00-27,1674468027,1052.6996731758118,61572,ML-RefVm-847530,10.0.0.18,268.290563583374,0,5,0.010436058044433594
5,0.18174180724457198,0.3955547984908609,0.9030330882352942,52.992746114730835,False,0,0,6,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-01-20,1674468080,1105.6924192905426,61572,ML-RefVm-847530,10.0.0.18,321.28330969810486,0,6,0.010436058044433594
6,0.11103295030839302,0.3509223461151123,0.9126838235294118,52.985461473464966,False,0,0,7,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-02-13,1674468133,1158.6778807640076,61572,ML-RefVm-847530,10.0.0.18,374.2687711715698,0,7,0.010436058044433594
7,0.07362037323707459,0.26620401047608433,0.9397977941176471,52.859721183776855,False,0,0,8,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-03-06,1674468186,1211.5376019477844,61572,ML-RefVm-847530,10.0.0.18,427.1284923553467,0,8,0.010436058044433594
8,0.07189201965343718,0.29753219818367677,0.9319852941176471,53.33863162994385,False,0,0,9,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-03-59,1674468239,1264.8762335777283,61572,ML-RefVm-847530,10.0.0.18,480.4671239852905,0,9,0.010436058044433594
9,0.07008570679189528,0.2630844909478636,0.9393382352941176,53.55936288833618,False,0,0,10,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-04-52,1674468292,1318.4355964660645,61572,ML-RefVm-847530,10.0.0.18,534.0264868736267,0,10,0.010436058044433594
10,0.05093336121781784,0.223274204222595,0.9420955882352942,53.23342943191528,False,0,0,11,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-05-46,1674468346,1371.6690258979797,61572,ML-RefVm-847530,10.0.0.18,587.259916305542,0,11,0.010436058044433594
11,0.027043051268978446,0.2692576940445339,0.9361213235294118,52.288472175598145,False,0,0,12,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-06-38,1674468398,1423.9574980735779,61572,ML-RefVm-847530,10.0.0.18,639.5483884811401,0,12,0.010436058044433594
