iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.9485444601844337,2.920009318520041,0.07766544117647059,12.076470136642456,False,,,1,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-46-29,1674326789,12.076470136642456,36078,ML-RefVm-847530,10.0.0.18,12.076470136642456,0,1,0.004252195358276367
0,2.9763322110269583,2.935919635436114,0.07306985294117647,13.961658954620361,False,0,0,1,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-48-19,1674326899,26.038129091262817,38830,ML-RefVm-847530,10.0.0.18,13.961658954620361,0,1,0.014273405075073242
1,2.757077240476421,2.614971160888672,0.11580882352941177,11.150813102722168,False,0,0,2,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-48-30,1674326910,37.188942193984985,38830,ML-RefVm-847530,10.0.0.18,25.11247205734253,0,2,0.014273405075073242
2,2.4359918996399523,2.3503839829388786,0.22518382352941177,10.939987421035767,False,0,0,3,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-48-41,1674326921,48.12892961502075,38830,ML-RefVm-847530,10.0.0.18,36.052459478378296,0,3,0.014273405075073242
0,2.968520113066131,2.9269553352804745,0.07996323529411764,12.218286514282227,False,0,0,1,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-50-39,1674327039,60.34721612930298,38830,ML-RefVm-847530,10.0.0.18,12.218286514282227,0,1,0.014273405075073242
1,2.7348062477859796,2.5308951770558075,0.09972426470588236,8.555689334869385,False,0,0,2,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-50-48,1674327048,68.90290546417236,38830,ML-RefVm-847530,10.0.0.18,20.77397584915161,0,2,0.014273405075073242
2,2.4098933444303623,2.326867804807775,0.18198529411764705,7.8219544887542725,False,0,0,3,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-50-56,1674327056,76.72485995292664,38830,ML-RefVm-847530,10.0.0.18,28.595930337905884,0,3,0.014273405075073242
3,2.132373428812214,2.1082784638685337,0.2633272058823529,8.148130416870117,False,0,0,4,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-51-04,1674327064,84.87299036979675,38830,ML-RefVm-847530,10.0.0.18,36.744060754776,0,4,0.014273405075073242
4,1.8300774471432555,1.9282339951571297,0.4140625,7.990934610366821,False,0,0,5,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-51-12,1674327072,92.86392498016357,38830,ML-RefVm-847530,10.0.0.18,44.73499536514282,0,5,0.014273405075073242
5,1.5230131383035697,1.599036356982063,0.5303308823529411,8.595921039581299,False,0,0,6,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-51-21,1674327081,101.45984601974487,38830,ML-RefVm-847530,10.0.0.18,53.33091640472412,0,6,0.014273405075073242
6,1.2073514578389186,1.256903052330017,0.6484375,10.34613823890686,False,0,0,7,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-51-31,1674327091,111.80598425865173,38830,ML-RefVm-847530,10.0.0.18,63.67705464363098,0,7,0.014273405075073242
7,0.9311785861557605,1.0442211557837093,0.7104779411764706,8.631215333938599,False,0,0,8,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-51-40,1674327100,120.43719959259033,38830,ML-RefVm-847530,10.0.0.18,72.30826997756958,0,8,0.014273405075073242
8,0.7331304234616897,0.8873476876932032,0.7486213235294118,9.120915412902832,False,0,0,9,82a9cb53,438aa6e93adf443484a8142c6ab9ecbc,2023-01-21_18-51-49,1674327109,129.55811500549316,38830,ML-RefVm-847530,10.0.0.18,81.42918539047241,0,9,0.014273405075073242
