iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.9399616157307342,2.945472002029419,0.09972426470588236,27.600290060043335,False,,,1,02cc3b88,b2cd0b1fe9d54d139925e3fa45d66d32,2023-01-21_18-46-13,1674326773,27.600290060043335,36184,ML-RefVm-847530,10.0.0.18,27.600290060043335,0,1,0.008667469024658203
0,2.9477496661391913,2.951801300048828,0.08318014705882353,33.7665810585022,False,0,0,1,02cc3b88,b2cd0b1fe9d54d139925e3fa45d66d32,2023-01-21_18-48-05,1674326885,61.36687111854553,38828,ML-RefVm-847530,10.0.0.18,33.7665810585022,0,1,0.014322996139526367
1,2.8507274132148894,2.9498582868015064,0.0739889705882353,30.60700249671936,False,0,0,2,02cc3b88,b2cd0b1fe9d54d139925e3fa45d66d32,2023-01-21_18-48-35,1674326915,91.97387361526489,38828,ML-RefVm-847530,10.0.0.18,64.37358355522156,0,2,0.014322996139526367
2,2.8330462539897248,2.8138940194073845,0.08547794117647059,29.684094429016113,False,0,0,3,02cc3b88,b2cd0b1fe9d54d139925e3fa45d66d32,2023-01-21_18-49-05,1674326945,121.657968044281,38828,ML-RefVm-847530,10.0.0.18,94.05767798423767,0,3,0.014322996139526367
