iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8834941480673995,2.5802745819091797,0.15762867647058823,85.56387066841125,False,,,1,a8de66e5,feabffeb3eb1434a942e50928247ac50,2023-01-23_09-35-46,1674466546,85.56387066841125,56393,ML-RefVm-847530,10.0.0.18,85.56387066841125,0,1,0.003528118133544922
0,2.8940927094104243,2.7968100239248836,0.09237132352941177,84.34539246559143,False,0,0,1,a8de66e5,feabffeb3eb1434a942e50928247ac50,2023-01-23_09-41-01,1674466861,169.90926313400269,61572,ML-RefVm-847530,10.0.0.18,84.34539246559143,0,1,0.010436058044433594
1,2.2048612038294473,1.9265909896177404,0.34329044117647056,84.12674951553345,False,0,0,2,a8de66e5,feabffeb3eb1434a942e50928247ac50,2023-01-23_09-42-25,1674466945,254.03601264953613,61572,ML-RefVm-847530,10.0.0.18,168.47214198112488,0,2,0.010436058044433594
2,1.4045812849904977,1.4455751741633696,0.5611213235294118,83.33575582504272,False,0,0,3,a8de66e5,feabffeb3eb1434a942e50928247ac50,2023-01-23_09-43-48,1674467028,337.37176847457886,61572,ML-RefVm-847530,10.0.0.18,251.8078978061676,0,3,0.010436058044433594
