iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.84209158373814,2.7453263086431168,0.08915441176470588,121.05358672142029,False,,,1,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-08-49,1674583729,121.05358672142029,46846,ML-RefVm-847530,10.0.0.18,121.05358672142029,0,1,0.004946708679199219
0,2.835202614466349,2.6183044349446014,0.10248161764705882,121.89191579818726,False,0,0,1,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-17-26,1674584246,242.94550251960754,53016,ML-RefVm-847530,10.0.0.18,121.89191579818726,0,1,0.013496160507202148
1,2.3112019838071336,1.9564303089590633,0.3515625,109.02277207374573,False,0,0,2,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-19-15,1674584355,351.96827459335327,53016,ML-RefVm-847530,10.0.0.18,230.91468787193298,0,2,0.013496160507202148
2,1.3253483047672348,1.1297739639001734,0.6819852941176471,90.91975259780884,False,0,0,3,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-20-46,1674584446,442.8880271911621,53016,ML-RefVm-847530,10.0.0.18,321.8344404697418,0,3,0.013496160507202148
0,2.913470221500771,2.9428904477287743,0.09237132352941177,89.13357448577881,False,0,0,1,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-23-28,1674584608,532.0216016769409,61518,ML-RefVm-847530,10.0.0.18,89.13357448577881,0,1,0.013434171676635742
1,2.577651351105933,2.5721921780530144,0.11213235294117647,107.36562180519104,False,0,0,2,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-25-16,1674584716,639.387223482132,61518,ML-RefVm-847530,10.0.0.18,196.49919629096985,0,2,0.013434171676635742
2,1.995004417849522,1.5904479237163769,0.4774816176470588,90.85616326332092,False,0,0,3,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-26-47,1674584807,730.2433867454529,61518,ML-RefVm-847530,10.0.0.18,287.35535955429077,0,3,0.013434171676635742
3,1.1396724710277482,0.8996195302290075,0.7155330882352942,83.30022597312927,False,0,0,4,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-28-10,1674584890,813.5436127185822,61518,ML-RefVm-847530,10.0.0.18,370.65558552742004,0,4,0.013434171676635742
4,0.5525974006045098,0.5175759809858659,0.8529411764705882,81.40224194526672,False,0,0,5,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-29-31,1674584971,894.9458546638489,61518,ML-RefVm-847530,10.0.0.18,452.05782747268677,0,5,0.013434171676635742
5,0.274441464566717,0.43157895347651315,0.8993566176470589,89.8909604549408,False,0,0,6,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-31-01,1674585061,984.8368151187897,61518,ML-RefVm-847530,10.0.0.18,541.9487879276276,0,6,0.013434171676635742
6,0.14345936185004665,0.3465965758351719,0.9195772058823529,93.61784482002258,False,0,0,7,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-32-35,1674585155,1078.4546599388123,61518,ML-RefVm-847530,10.0.0.18,635.5666327476501,0,7,0.013434171676635742
7,0.08106173735623266,0.28721438260639415,0.9310661764705882,69.27604484558105,False,0,0,8,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-33-44,1674585224,1147.7307047843933,61518,ML-RefVm-847530,10.0.0.18,704.8426775932312,0,8,0.013434171676635742
8,0.05645010269740049,0.2707928585655549,0.9407169117647058,65.82871770858765,True,0,0,9,9580713b,ab8382fb1023443fb0f76a41902b8839,2023-01-24_18-34-50,1674585290,1213.559422492981,61518,ML-RefVm-847530,10.0.0.18,770.6713953018188,0,9,0.013434171676635742
