iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.859028077593037,2.7502199201022877,0.09834558823529412,111.5941743850708,False,,,1,99fa76df,88b412497a5d48d9bcfa7302f4252c1c,2023-01-23_08-56-42,1674464202,111.5941743850708,36553,ML-RefVm-847530,10.0.0.18,111.5941743850708,0,1,0.005318164825439453
0,2.918333656647626,2.989376250435324,0.07766544117647059,111.71789026260376,False,0,0,1,99fa76df,88b412497a5d48d9bcfa7302f4252c1c,2023-01-23_09-00-10,1674464410,223.31206464767456,40678,ML-RefVm-847530,10.0.0.18,111.71789026260376,0,1,0.010043859481811523
1,2.788633206311394,2.830217922435087,0.0900735294117647,111.08464002609253,False,0,0,2,99fa76df,88b412497a5d48d9bcfa7302f4252c1c,2023-01-23_09-02-01,1674464521,334.3967046737671,40678,ML-RefVm-847530,10.0.0.18,222.8025302886963,0,2,0.010043859481811523
2,2.0215563680611406,1.2557940342847038,0.5211397058823529,109.35435628890991,False,0,0,3,99fa76df,88b412497a5d48d9bcfa7302f4252c1c,2023-01-23_09-03-50,1674464630,443.751060962677,40678,ML-RefVm-847530,10.0.0.18,332.1568865776062,0,3,0.010043859481811523
