iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.90180573276445,2.8914327761706184,0.09375,31.322188138961792,False,,,1,fd6b4ca9,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-32-23,1674462743,31.322188138961792,24625,ML-RefVm-847530,10.0.0.18,31.322188138961792,0,1,0.004788875579833984
0,2.8883414361991133,2.983968496322632,0.08685661764705882,34.1561381816864,False,0,0,1,fd6b4ca9,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-34-54,1674462894,65.4783263206482,28304,ML-RefVm-847530,10.0.0.18,34.1561381816864,0,1,0.007129192352294922
1,2.5448425891352633,2.40171059440164,0.1645220588235294,29.917006731033325,False,0,0,2,fd6b4ca9,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-35-24,1674462924,95.39533305168152,28304,ML-RefVm-847530,10.0.0.18,64.07314491271973,0,2,0.007129192352294922
2,1.9522793152753044,1.9838501495473526,0.3524816176470588,28.912627935409546,False,0,0,3,fd6b4ca9,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-35-53,1674462953,124.30796098709106,28304,ML-RefVm-847530,10.0.0.18,92.98577284812927,0,3,0.007129192352294922
