iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.837756227044498,2.5478208906510296,0.11948529411764706,28.664486169815063,False,,,1,3ecdbc3b,1554039f34764bbbb2ff0bd04d78afa3,2023-01-23_08-33-15,1674462795,28.664486169815063,24565,ML-RefVm-847530,10.0.0.18,28.664486169815063,0,1,0.003338336944580078
0,2.917000405928668,2.9285508464364445,0.07950367647058823,28.575031757354736,False,0,0,1,3ecdbc3b,1554039f34764bbbb2ff0bd04d78afa3,2023-01-23_08-36-22,1674462982,57.2395179271698,28304,ML-RefVm-847530,10.0.0.18,28.575031757354736,0,1,0.007129192352294922
1,2.5688383812997855,2.448549845639397,0.19255514705882354,26.099098920822144,False,0,0,2,3ecdbc3b,1554039f34764bbbb2ff0bd04d78afa3,2023-01-23_08-36-48,1674463008,83.33861684799194,28304,ML-RefVm-847530,10.0.0.18,54.67413067817688,0,2,0.007129192352294922
2,1.909089574626848,1.4709333251504337,0.5886948529411765,26.91488528251648,False,0,0,3,3ecdbc3b,1554039f34764bbbb2ff0bd04d78afa3,2023-01-23_08-37-15,1674463035,110.25350213050842,28304,ML-RefVm-847530,10.0.0.18,81.58901596069336,0,3,0.007129192352294922
