iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.9411942023856965,2.9204951033872715,0.07950367647058823,26.296452283859253,False,,,1,1f1a5758,1453ad321366474387596241e124db06,2023-01-21_18-18-04,1674325084,26.296452283859253,12496,ML-RefVm-847530,10.0.0.18,26.296452283859253,0,1,0.006296396255493164
0,2.9415906363842534,2.963194959303912,0.08088235294117647,23.581096172332764,False,0,0,1,1f1a5758,1453ad321366474387596241e124db06,2023-01-21_18-20-57,1674325257,49.87754845619202,12497,ML-RefVm-847530,10.0.0.18,23.581096172332764,0,1,0.00762939453125
1,2.775088899275836,2.8498369385214413,0.08777573529411764,24.682971239089966,False,0,0,2,1f1a5758,1453ad321366474387596241e124db06,2023-01-21_18-21-22,1674325282,74.56051969528198,12497,ML-RefVm-847530,10.0.0.18,48.26406741142273,0,2,0.00762939453125
2,2.5115252616358736,2.4904283916248993,0.1208639705882353,23.479946613311768,False,0,0,3,1f1a5758,1453ad321366474387596241e124db06,2023-01-21_18-21-46,1674325306,98.04046630859375,12497,ML-RefVm-847530,10.0.0.18,71.7440140247345,0,3,0.00762939453125
