iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8890821513007667,2.871599968741922,0.1056985294117647,25.166173934936523,False,,,1,1d0dabf3,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-30-57,1674462657,25.166173934936523,24625,ML-RefVm-847530,10.0.0.18,25.166173934936523,0,1,0.004788875579833984
0,2.9337401810814354,3.053045819787418,0.0625,23.51493239402771,False,0,0,1,1d0dabf3,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-34-39,1674462879,48.68110632896423,24626,ML-RefVm-847530,10.0.0.18,23.51493239402771,0,1,0.005799531936645508
1,2.597755614448996,2.453188377268174,0.15533088235294118,23.08078098297119,False,0,0,2,1d0dabf3,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-35-02,1674462902,71.76188731193542,24626,ML-RefVm-847530,10.0.0.18,46.5957133769989,0,2,0.005799531936645508
2,2.2579608220680085,2.0101233861025642,0.3249080882352941,22.37811255455017,False,0,0,3,1d0dabf3,60bdb53ab0ec4634b6df323355b1e71f,2023-01-23_08-35-24,1674462924,94.1399998664856,24626,ML-RefVm-847530,10.0.0.18,68.97382593154907,0,3,0.005799531936645508
