iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.991102274726419,2.969248014337876,0.05652573529411765,14.657544374465942,False,,,1,10017187,86f17359a7d4495f8083fb6ed8adca3d,2023-01-21_08-56-24,1674291384,14.657544374465942,10100,ML-RefVm-847530,10.0.0.18,14.657544374465942,0,1,0.003862619400024414
0,2.972904149223776,2.941711986766142,0.08088235294117647,14.368051052093506,False,0,0,1,10017187,86f17359a7d4495f8083fb6ed8adca3d,2023-01-21_08-58-55,1674291535,29.02559542655945,13131,ML-RefVm-847530,10.0.0.18,14.368051052093506,0,1,0.015305519104003906
1,2.8634573291329777,2.868436841403737,0.11075367647058823,11.809362173080444,False,0,0,2,10017187,86f17359a7d4495f8083fb6ed8adca3d,2023-01-21_08-59-07,1674291547,40.83495759963989,13131,ML-RefVm-847530,10.0.0.18,26.17741322517395,0,2,0.015305519104003906
2,2.6682542772854076,2.525277249953326,0.13419117647058823,10.990478038787842,False,0,0,3,10017187,86f17359a7d4495f8083fb6ed8adca3d,2023-01-21_08-59-18,1674291558,51.825435638427734,13131,ML-RefVm-847530,10.0.0.18,37.16789126396179,0,3,0.015305519104003906
